Game,Team,Unnamed: 2,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO,Attendance
"2022-10-13 - NYR 7, MIN 3",NYR,Limited ReportFull Report,42.5,42.2,30.84,57.77,29.91,22.85,56.69,25.18,15.91,61.29,5.34,1.83,74.43,1.77,1.45,54.95,20.69,16.59,55.49,10.39,6.08,63.06,9.23,5.22,63.89,4.34,1.82,70.49,46.99,65.20,10.52,10.29,50.55,5.58,3.59,60.83,0.97,0.0,100.00,17.43,100.00,18.84,9.45,66.59,10.58,4.53,70.01,0.0,0.0,-,0.00,100.00,21.2,88.47,1.097,18612
"2022-10-13 - NYR 7, MIN 3",MIN,Limited ReportFull Report,42.5,30.84,42.2,42.23,22.85,29.91,43.31,15.91,25.18,38.71,1.83,5.34,25.57,1.45,1.77,45.05,16.59,20.69,44.51,6.08,10.39,36.94,5.22,9.23,36.11,1.82,4.34,29.51,34.80,53.01,10.29,10.52,49.45,3.59,5.58,39.17,0.0,0.97,0.00,0.00,82.57,9.45,18.84,33.41,4.53,10.58,29.99,0.0,0.0,-,0.00,100.00,11.53,78.8,0.903,18612
"2022-10-13 - COL 3, CGY 5",COL,Limited ReportFull Report,40.25,29.93,35.07,46.04,23.86,25.23,48.6,18.02,20.4,46.9,1.0,1.91,34.43,1.11,1.67,39.91,13.75,21.07,39.48,6.08,7.34,45.3,6.01,5.62,51.67,1.02,1.91,34.89,17.00,66.07,7.52,13.83,35.21,3.86,5.89,39.56,0.0,0.0,-,0.00,100.00,13.76,12.74,51.93,6.13,7.87,43.81,0.0,0.0,-,0.00,100.00,5.57,90.63,0.962,19289
"2022-10-13 - COL 3, CGY 5",CGY,Limited ReportFull Report,40.25,35.07,29.93,53.96,25.23,23.86,51.4,20.4,18.02,53.1,1.91,1.0,65.57,1.67,1.11,60.09,21.07,13.75,60.52,7.34,6.08,54.7,5.62,6.01,48.33,1.91,1.02,65.11,33.93,83.00,13.83,7.52,64.79,5.89,3.86,60.44,0.0,0.0,-,0.00,100.00,12.74,13.76,48.07,7.87,6.13,56.19,0.0,0.0,-,0.00,100.00,9.37,94.43,1.038,19289
"2022-10-13 - CHI 0, VGK 1",CHI,Limited ReportFull Report,48.133333333333,43.21,56.42,43.37,26.23,39.09,40.16,19.03,28.16,40.33,0.0,0.94,0.00,1.25,2.54,32.93,15.46,27.44,36.04,6.33,11.72,35.07,4.15,7.0,37.24,0.0,0.0,-,0.00,100.00,9.08,15.86,36.41,3.03,6.85,30.7,0.0,0.95,0.00,0.00,86.16,18.92,23.25,44.87,9.69,12.29,44.08,0.0,0.0,-,0.00,100.00,0.0,96.65,0.966,18467
"2022-10-13 - CHI 0, VGK 1",VGK,Limited ReportFull Report,48.133333333333,56.42,43.21,56.63,39.09,26.23,59.84,28.16,19.03,59.67,0.94,0.0,100.00,2.54,1.25,67.07,27.44,15.46,63.96,11.72,6.33,64.93,7.0,4.15,62.76,0.0,0.0,-,0.00,100.00,15.86,9.08,63.59,6.85,3.03,69.3,0.95,0.0,100.00,13.84,100.00,23.25,18.92,55.13,12.29,9.69,55.92,0.0,0.0,-,0.00,100.00,3.35,100.0,1.034,18467
"2022-10-13 - SEA 4, LA 1",SEA,Limited ReportFull Report,43.433333333333,30.72,33.43,47.89,22.85,24.28,48.48,16.22,18.1,47.26,2.13,0.0,100.00,1.49,1.16,56.14,19.74,17.84,52.53,5.5,4.49,55.03,4.35,2.76,61.2,2.14,0.0,100.00,49.17,100.00,14.44,13.05,52.53,6.42,6.48,49.76,0.0,0.0,-,0.00,100.00,11.98,21.07,36.25,5.48,7.87,41.04,0.0,0.0,-,0.00,100.00,13.15,100.0,1.132,15645
"2022-10-13 - SEA 4, LA 1",LA,Limited ReportFull Report,43.433333333333,33.43,30.72,52.11,24.28,22.85,51.52,18.1,16.22,52.74,0.0,2.13,0.00,1.16,1.49,43.86,17.84,19.74,47.47,4.49,5.5,44.97,2.76,4.35,38.8,0.0,2.14,0.00,0.00,50.83,13.05,14.44,47.47,6.48,6.42,50.24,0.0,0.0,-,0.00,100.00,21.07,11.98,63.75,7.87,5.48,58.96,0.0,0.0,-,0.00,100.00,0.0,86.85,0.868,15645
"2022-10-14 - TB 5, CBJ 2",TB,Limited ReportFull Report,49.733333333333,70.26,23.28,75.11,55.35,20.85,72.64,40.24,14.5,73.51,4.24,1.87,69.41,3.09,0.8,79.40,37.28,10.07,78.74,14.06,1.87,88.28,9.96,1.01,90.8,2.15,0.0,100.00,21.62,100.00,23.67,8.16,74.37,11.85,4.61,71.99,0.0,1.91,0.00,0.00,58.60,36.73,13.19,73.57,18.54,8.82,67.75,2.11,0.0,100.00,11.37,100.00,10.53,87.12,0.977,18889
"2022-10-14 - TB 5, CBJ 2",CBJ,Limited ReportFull Report,49.733333333333,23.28,70.26,24.89,20.85,55.35,27.36,14.5,40.24,26.49,1.87,4.24,30.59,0.8,3.09,20.60,10.07,37.28,21.26,1.87,14.06,11.72,1.01,9.96,9.2,0.0,2.15,0.00,0.00,78.38,8.16,23.67,25.63,4.61,11.85,28.01,1.91,0.0,100.00,41.40,100.00,13.19,36.73,26.43,8.82,18.54,32.25,0.0,2.11,0.00,0.00,88.63,12.88,89.47,1.023,18889
"2022-10-14 - MTL 0, DET 3",MTL,Limited ReportFull Report,46.533333333333,37.1,47.08,44.07,24.23,34.14,41.51,22.11,27.28,44.77,0.0,0.94,0.00,0.78,2.9,21.28,8.18,22.16,26.95,2.01,13.15,13.23,1.98,11.42,14.8,0.0,0.94,0.00,0.00,91.75,6.09,8.94,40.51,2.06,2.91,41.38,0.0,0.0,-,0.00,100.00,18.92,22.63,45.54,13.74,12.82,51.73,0.0,0.0,-,0.00,100.00,0.0,96.54,0.965,19515
"2022-10-14 - MTL 0, DET 3",DET,Limited ReportFull Report,46.533333333333,47.08,37.1,55.93,34.14,24.23,58.49,27.28,22.11,55.23,0.94,0.0,100.00,2.9,0.78,78.72,22.16,8.18,73.05,13.15,2.01,86.77,11.42,1.98,85.2,0.94,0.0,100.00,8.25,100.00,8.94,6.09,59.49,2.91,2.06,58.62,0.0,0.0,-,0.00,100.00,22.63,18.92,54.46,12.82,13.74,48.27,0.0,0.0,-,0.00,100.00,3.46,100.0,1.035,19515
"2022-10-14 - NYR 1, WPG 4",NYR,Limited ReportFull Report,51.283333333333,52.8,54.33,49.29,43.4,38.12,53.24,32.41,26.09,55.41,1.01,1.89,34.89,2.87,2.57,52.73,25.26,32.14,44.0,11.28,9.6,54.03,9.17,7.82,53.98,0.0,0.94,0.00,0.00,87.96,13.84,22.79,37.79,10.08,5.91,63.06,0.0,0.95,0.00,0.00,83.95,27.07,20.41,57.01,13.2,12.38,51.6,0.94,0.0,100.00,7.11,100.00,3.12,92.77,0.959,14553
"2022-10-14 - NYR 1, WPG 4",WPG,Limited ReportFull Report,51.283333333333,54.33,52.8,50.71,38.12,43.4,46.76,26.09,32.41,44.59,1.89,1.01,65.11,2.57,2.87,47.27,32.14,25.26,56.0,9.6,11.28,45.97,7.82,9.17,46.02,0.94,0.0,100.00,12.04,100.00,22.79,13.84,62.21,5.91,10.08,36.94,0.95,0.0,100.00,16.05,100.00,20.41,27.07,42.99,12.38,13.2,48.4,0.0,0.94,0.00,0.00,92.89,7.23,96.88,1.041,14553
"2022-10-14 - CAR 2, SJ 1",CAR,Limited ReportFull Report,43.633333333333,53.99,19.71,73.26,34.08,13.69,71.35,26.94,9.78,73.36,2.07,0.94,68.67,2.19,0.72,75.21,28.83,7.72,78.88,10.34,3.8,73.12,9.17,2.84,76.37,2.07,0.0,100.00,22.55,100.00,18.33,3.92,82.38,5.12,1.97,72.22,0.0,0.95,0.00,0.00,51.84,31.61,14.73,68.21,9.69,3.94,71.06,0.0,0.0,-,0.00,100.00,7.68,90.35,0.98,17562
"2022-10-14 - CAR 2, SJ 1",SJ,Limited ReportFull Report,43.633333333333,19.71,53.99,26.74,13.69,34.08,28.65,9.78,26.94,26.64,0.94,2.07,31.33,0.72,2.19,24.79,7.72,28.83,21.12,3.8,10.34,26.88,2.84,9.17,23.63,0.0,2.07,0.00,0.00,77.45,3.92,18.33,17.62,1.97,5.12,27.78,0.95,0.0,100.00,48.16,100.00,14.73,31.61,31.79,3.94,9.69,28.94,0.0,0.0,-,0.00,100.00,9.65,92.32,1.02,17562
"2022-10-15 - FLA 4, BUF 3",FLA,Limited ReportFull Report,39.833333333333,43.53,29.75,59.4,35.96,22.32,61.7,25.32,16.95,59.91,2.07,2.82,42.32,1.88,1.25,60.19,25.82,12.84,66.78,6.55,4.5,59.24,3.22,4.53,41.54,1.06,1.87,36.14,32.86,58.74,19.4,8.25,70.18,13.66,3.83,78.13,1.06,0.96,52.41,7.74,74.89,13.55,13.17,50.71,7.36,6.64,52.55,0.0,0.0,-,0.00,100.00,8.17,83.37,0.915,11481
"2022-10-15 - FLA 4, BUF 3",BUF,Limited ReportFull Report,39.833333333333,29.75,43.53,40.6,22.32,35.96,38.3,16.95,25.32,40.09,2.82,2.07,57.68,1.25,1.88,39.81,12.84,25.82,33.22,4.5,6.55,40.76,4.53,3.22,58.46,1.87,1.06,63.86,41.26,67.14,8.25,19.4,29.82,3.83,13.66,21.87,0.96,1.06,47.59,25.11,92.26,13.17,13.55,49.29,6.64,7.36,47.45,0.0,0.0,-,0.00,100.00,16.63,91.83,1.085,11481
"2022-10-15 - VAN 2, PHI 3",VAN,Limited ReportFull Report,39.7,43.1,31.04,58.13,32.21,25.69,55.63,24.7,19.51,55.87,2.13,0.94,69.33,2.4,1.68,58.78,16.24,13.7,54.24,9.98,6.29,61.33,8.91,4.57,66.08,0.0,0.94,0.00,0.00,79.42,6.23,7.29,46.07,2.1,3.8,35.6,1.04,0.0,100.00,49.49,100.00,23.53,14.27,62.25,13.71,8.82,60.85,1.05,0.0,100.00,7.68,100.00,8.63,95.16,1.038,14837
